ID_UNIVERSAL,liderazgo,comunicacion,trabajo_en_equipo,resolucion_problemas,orientacion_resultados,pensamiento_critico
1001667,0.0,0.16988315270688525,0.09188658776836829,0.0,0.0,0.0
1004394,0.0,0.2018885717820097,0.2291636650850231,0.0,0.0,0.0
105,0.0,0.0,0.19899936127271076,0.0,0.0,0.0
106604,0.0,0.05931534942460972,0.0,0.0,0.08620879489078509,0.0
107066,0.0,0.16697917771296136,0.0,0.0,0.0,0.0
107070,0.0,0.0,0.0,0.0,0.0,0.0
107104,0.0,0.1768597541253091,0.0,0.0,0.0,0.0
107124,0.0,0.0,0.0,0.0,0.0,0.0
107176,0.0,0.1857345429771966,0.12451795899946766,0.0,0.0,0.0
107178,0.0,0.0,0.0,0.0,0.0,0.0
107179,0.0,0.0,0.0,0.0,0.0,0.0
107246,0.0,0.14514236791068455,0.04489554543868647,0.0,0.0,0.0
107250,0.0,0.0,0.0,0.0,0.2482880786249536,0.0
108021,0.0,0.2802961927224514,0.0,0.0,0.0,0.0
108027,0.0,0.24485178376010353,0.16415064146107855,0.0,0.0,0.0
108051,0.0,0.1409958146162417,0.0,0.0,0.0,0.0
108053,0.0,0.1855388797284264,0.10035447473726931,0.0,0.0,0.0
108054,0.0,0.07656413770483694,0.0,0.0,0.07895517008780616,0.0
1081,0.0,0.11788168574333115,0.0,0.0,0.0,0.0
108191,0.23827989649061843,0.07254283464266098,0.35135392804359156,0.0,0.0,0.0
108227,0.0,0.0,0.0,0.0,0.0,0.0
108267,0.0,0.1833952151360472,0.0,0.0,0.0,0.0
108365,0.0,0.23169997483153762,0.10078897821055408,0.0,0.0,0.0
108370,0.0,0.0,0.0,0.0,0.0,0.0
108385,0.0,0.14243293844739624,0.16167559122008418,0.0,0.0,0.0
108418,0.0,0.12994027979038983,0.07005177889794306,0.0,0.0,0.0
108466,0.3630602682452644,0.14375012137421916,0.10745534830922827,0.0,0.0,0.0
108629,0.0,0.14503020326040533,0.09722943623621359,0.0,0.0,0.0
108835,0.0,0.13454920268211254,0.09020288759662375,0.0,0.0,0.0
108836,0.0,0.27412639622984575,0.10104455516743144,0.0,0.0,0.0
108920,0.0,0.0,0.0,0.0,0.0,0.0
108930,0.0,0.0,0.0,0.0,0.0,0.0
108942,0.0,0.28499928193719365,0.323502610468945,0.0,0.0,0.0
108968,0.0,0.0,0.21609122604312647,0.0,0.0,0.0
108984,0.0,0.17357485852400253,0.0,0.0,0.0,0.0
109371,0.0,0.0,0.08658308899629186,0.0,0.0,0.0
109373,0.0,0.0,0.0,0.0,0.0,0.0
110072,0.0,0.1400040264886836,0.0,0.0,0.0,0.0
110102,0.0,0.0,0.0,0.0,0.0,0.0
1102,0.0,0.19764316751859892,0.13250159843787004,0.0,0.0,0.0
110223,0.0,0.0,0.0,0.0,0.0,0.0
110246,0.0,0.05254924113733693,0.14209922555961307,0.2902581584795767,0.0,0.0
110470,0.0,0.164453835891422,0.0,0.0,0.0,0.0
110471,0.0,0.11667037098905764,0.14272561764254565,0.0,0.0,0.0
110472,0.0,0.11244559012401818,0.1276369599726125,0.0,0.0,0.0
110473,0.0,0.1300444425380663,0.14761341274998094,0.0,0.0,0.0
110474,0.0,0.0,0.0,0.0,0.0,0.0
110476,0.0,0.09865220311360531,0.11198008998070724,0.0,0.0,0.0
110477,0.0,0.27004366625668624,0.11746839944213326,0.0,0.0,0.0
110479,0.0,0.07937065711995492,0.0900936121607472,0.0,0.0,0.0
